,sub,condition,hit,fa,dprime,duration,property,Dist,RE
180,5efd29--REDACTED,Dist_Small_RE_Large_5,0.812,0.438,1.041,5,Dist_Small_RE_Large,Small,Large
181,5efd29--REDACTED,Dist_Small_RE_Large_10,0.984375,0.375,2.473,10,Dist_Small_RE_Large,Small,Large
182,5efd29--REDACTED,Dist_Large_RE_Large_10,0.875,0.188,2.036,10,Dist_Large_RE_Large,Large,Large
183,5efd29--REDACTED,Dist_Small_RE_Small_5,0.625,0.312,0.809,5,Dist_Small_RE_Small,Small,Small
184,5efd29--REDACTED,Dist_Large_RE_Small_2,0.812,0.25,1.56,2,Dist_Large_RE_Small,Large,Small
185,5efd29--REDACTED,Dist_Small_RE_Small_2,0.625,0.625,0.0,2,Dist_Small_RE_Small,Small,Small
186,5efd29--REDACTED,Dist_Large_RE_Large_2,0.875,0.125,2.301,2,Dist_Large_RE_Large,Large,Large
187,5efd29--REDACTED,Dist_Small_RE_Small_10,0.562,0.188,1.041,10,Dist_Small_RE_Small,Small,Small
188,5efd29--REDACTED,Dist_Large_RE_Small_10,0.938,0.375,1.857,10,Dist_Large_RE_Small,Large,Small
189,5efd29--REDACTED,Dist_Large_RE_Small_5,0.875,0.125,2.301,5,Dist_Large_RE_Small,Large,Small
190,5efd29--REDACTED,Dist_Large_RE_Large_5,0.75,0.125,1.825,5,Dist_Large_RE_Large,Large,Large
191,5efd29--REDACTED,Dist_Small_RE_Large_2,0.5,0.188,0.885,2,Dist_Small_RE_Large,Small,Large
192,5f19c6--REDACTED,Dist_Large_RE_Small_5,0.625,0.125,1.469,5,Dist_Large_RE_Small,Large,Small
193,5f19c6--REDACTED,Dist_Large_RE_Large_10,0.938,0.015625,3.692,10,Dist_Large_RE_Large,Large,Large
194,5f19c6--REDACTED,Dist_Large_RE_Small_2,0.438,0.015625,1.998,2,Dist_Large_RE_Small,Large,Small
195,5f19c6--REDACTED,Dist_Large_RE_Small_10,0.938,0.062,3.076,10,Dist_Large_RE_Small,Large,Small
196,5f19c6--REDACTED,Dist_Large_RE_Large_2,0.562,0.015625,2.31,2,Dist_Large_RE_Large,Large,Large
197,5f19c6--REDACTED,Dist_Large_RE_Large_5,0.625,0.015625,2.473,5,Dist_Large_RE_Large,Large,Large
198,5f19c6--REDACTED,Dist_Small_RE_Small_5,0.25,0.125,0.476,5,Dist_Small_RE_Small,Small,Small
199,5f19c6--REDACTED,Dist_Small_RE_Large_10,0.5,0.25,0.674,10,Dist_Small_RE_Large,Small,Large
200,5f19c6--REDACTED,Dist_Small_RE_Large_5,0.438,0.015625,1.998,5,Dist_Small_RE_Large,Small,Large
201,5f19c6--REDACTED,Dist_Small_RE_Small_10,0.562,0.125,1.306,10,Dist_Small_RE_Small,Small,Small
202,5f19c6--REDACTED,Dist_Small_RE_Large_2,0.312,0.062,1.048,2,Dist_Small_RE_Large,Small,Large
203,5f19c6--REDACTED,Dist_Small_RE_Small_2,0.188,0.062,0.653,2,Dist_Small_RE_Small,Small,Small
204,5f47f3--REDACTED,Dist_Large_RE_Small_2,0.375,0.5,-0.319,2,Dist_Large_RE_Small,Large,Small
205,5f47f3--REDACTED,Dist_Large_RE_Large_10,0.438,0.25,0.518,10,Dist_Large_RE_Large,Large,Large
206,5f47f3--REDACTED,Dist_Large_RE_Small_5,0.625,0.312,0.809,5,Dist_Large_RE_Small,Large,Small
207,5f47f3--REDACTED,Dist_Large_RE_Small_10,0.688,0.25,1.165,10,Dist_Large_RE_Small,Large,Small
208,5f47f3--REDACTED,Dist_Large_RE_Large_5,0.5,0.25,0.674,5,Dist_Large_RE_Large,Large,Large
209,5f47f3--REDACTED,Dist_Large_RE_Large_2,0.5,0.312,0.49,2,Dist_Large_RE_Large,Large,Large
210,5f47f3--REDACTED,Dist_Small_RE_Small_2,0.312,0.375,-0.172,2,Dist_Small_RE_Small,Small,Small
211,5f47f3--REDACTED,Dist_Small_RE_Large_10,0.5,0.375,0.319,10,Dist_Small_RE_Large,Small,Large
212,5f47f3--REDACTED,Dist_Small_RE_Large_2,0.25,0.312,-0.184,2,Dist_Small_RE_Large,Small,Large
213,5f47f3--REDACTED,Dist_Small_RE_Small_10,0.25,0.188,0.211,10,Dist_Small_RE_Small,Small,Small
214,5f47f3--REDACTED,Dist_Small_RE_Large_5,0.562,0.188,1.041,5,Dist_Small_RE_Large,Small,Large
215,5f47f3--REDACTED,Dist_Small_RE_Small_5,0.438,0.375,0.163,5,Dist_Small_RE_Small,Small,Small
216,5f4e76--REDACTED,Dist_Large_RE_Small_2,0.75,0.312,1.165,2,Dist_Large_RE_Small,Large,Small
217,5f4e76--REDACTED,Dist_Large_RE_Small_10,0.984375,0.25,2.828,10,Dist_Large_RE_Small,Large,Small
218,5f4e76--REDACTED,Dist_Small_RE_Large_10,0.75,0.25,1.349,10,Dist_Small_RE_Large,Small,Large
219,5f4e76--REDACTED,Dist_Small_RE_Large_5,0.438,0.25,0.518,5,Dist_Small_RE_Large,Small,Large
220,5f4e76--REDACTED,Dist_Small_RE_Large_2,0.375,0.125,0.832,2,Dist_Small_RE_Large,Small,Large
221,5f4e76--REDACTED,Dist_Large_RE_Large_5,0.812,0.25,1.56,5,Dist_Large_RE_Large,Large,Large
222,5f4e76--REDACTED,Dist_Large_RE_Large_2,0.5,0.125,1.15,2,Dist_Large_RE_Large,Large,Large
223,5f4e76--REDACTED,Dist_Small_RE_Small_10,0.75,0.188,1.56,10,Dist_Small_RE_Small,Small,Small
224,5f4e76--REDACTED,Dist_Large_RE_Small_5,0.75,0.125,1.825,5,Dist_Large_RE_Small,Large,Small
225,5f4e76--REDACTED,Dist_Small_RE_Small_2,0.312,0.312,0.0,2,Dist_Small_RE_Small,Small,Small
226,5f4e76--REDACTED,Dist_Large_RE_Large_10,0.938,0.188,2.423,10,Dist_Large_RE_Large,Large,Large
227,5f4e76--REDACTED,Dist_Small_RE_Small_5,0.562,0.25,0.831,5,Dist_Small_RE_Small,Small,Small
228,5f5814--REDACTED,Dist_Large_RE_Small_10,0.875,0.125,2.301,10,Dist_Large_RE_Small,Large,Small
229,5f5814--REDACTED,Dist_Small_RE_Small_2,0.375,0.25,0.356,2,Dist_Small_RE_Small,Small,Small
230,5f5814--REDACTED,Dist_Small_RE_Large_2,0.25,0.188,0.211,2,Dist_Small_RE_Large,Small,Large
231,5f5814--REDACTED,Dist_Small_RE_Large_5,0.467,0.062,1.455,5,Dist_Small_RE_Large,Small,Large
232,5f5814--REDACTED,Dist_Large_RE_Large_10,0.812,0.25,1.56,10,Dist_Large_RE_Large,Large,Large
233,5f5814--REDACTED,Dist_Large_RE_Small_5,0.5,0.188,0.885,5,Dist_Large_RE_Small,Large,Small
234,5f5814--REDACTED,Dist_Small_RE_Small_10,0.625,0.125,1.469,10,Dist_Small_RE_Small,Small,Small
235,5f5814--REDACTED,Dist_Small_RE_Small_5,0.312,0.125,0.66,5,Dist_Small_RE_Small,Small,Small
236,5f5814--REDACTED,Dist_Large_RE_Large_2,0.688,0.188,1.375,2,Dist_Large_RE_Large,Large,Large
237,5f5814--REDACTED,Dist_Large_RE_Small_2,0.5,0.188,0.885,2,Dist_Large_RE_Small,Large,Small
238,5f5814--REDACTED,Dist_Large_RE_Large_5,0.688,0.25,1.165,5,Dist_Large_RE_Large,Large,Large
239,5f5814--REDACTED,Dist_Small_RE_Large_10,0.688,0.188,1.375,10,Dist_Small_RE_Large,Small,Large
240,6034e1--REDACTED,Dist_Large_RE_Small_5,0.688,0.625,0.172,5,Dist_Large_RE_Small,Large,Small
241,6034e1--REDACTED,Dist_Small_RE_Small_5,0.688,0.312,0.98,5,Dist_Small_RE_Small,Small,Small
242,6034e1--REDACTED,Dist_Large_RE_Small_2,0.75,0.333,1.106,2,Dist_Large_RE_Small,Large,Small
243,6034e1--REDACTED,Dist_Large_RE_Large_10,0.875,0.438,1.306,10,Dist_Large_RE_Large,Large,Large
244,6034e1--REDACTED,Dist_Large_RE_Large_5,0.8,0.667,0.41,5,Dist_Large_RE_Large,Large,Large
245,6034e1--REDACTED,Dist_Small_RE_Large_10,0.75,0.533,0.592,10,Dist_Small_RE_Large,Small,Large
246,6034e1--REDACTED,Dist_Small_RE_Small_2,0.667,0.533,0.349,2,Dist_Small_RE_Small,Small,Small
247,6034e1--REDACTED,Dist_Small_RE_Large_2,0.438,0.562,-0.312,2,Dist_Small_RE_Large,Small,Large
248,6034e1--REDACTED,Dist_Large_RE_Large_2,0.312,0.286,0.075,2,Dist_Large_RE_Large,Large,Large
249,6034e1--REDACTED,Dist_Small_RE_Small_10,0.625,0.5,0.319,10,Dist_Small_RE_Small,Small,Small
250,6034e1--REDACTED,Dist_Small_RE_Large_5,0.5,0.667,-0.432,5,Dist_Small_RE_Large,Small,Large
251,6034e1--REDACTED,Dist_Large_RE_Small_10,0.625,0.6,0.065,10,Dist_Large_RE_Small,Large,Small
252,607340--REDACTED,Dist_Small_RE_Large_2,0.562,0.312,0.646,2,Dist_Small_RE_Large,Small,Large
253,607340--REDACTED,Dist_Small_RE_Large_10,0.812,0.312,1.375,10,Dist_Small_RE_Large,Small,Large
254,607340--REDACTED,Dist_Large_RE_Large_10,0.984375,0.188,3.039,10,Dist_Large_RE_Large,Large,Large
255,607340--REDACTED,Dist_Small_RE_Small_2,0.375,0.438,-0.163,2,Dist_Small_RE_Small,Small,Small
256,607340--REDACTED,Dist_Large_RE_Small_5,0.688,0.375,0.809,5,Dist_Large_RE_Small,Large,Small
257,607340--REDACTED,Dist_Small_RE_Small_5,0.688,0.312,0.98,5,Dist_Small_RE_Small,Small,Small
258,607340--REDACTED,Dist_Large_RE_Large_5,0.688,0.188,1.375,5,Dist_Large_RE_Large,Large,Large
259,607340--REDACTED,Dist_Small_RE_Small_10,0.438,0.188,0.729,10,Dist_Small_RE_Small,Small,Small
260,607340--REDACTED,Dist_Large_RE_Small_10,0.984375,0.438,2.31,10,Dist_Large_RE_Small,Large,Small
261,607340--REDACTED,Dist_Large_RE_Small_2,0.5,0.188,0.885,2,Dist_Large_RE_Small,Large,Small
262,607340--REDACTED,Dist_Large_RE_Large_2,0.562,0.062,1.694,2,Dist_Large_RE_Large,Large,Large
263,607340--REDACTED,Dist_Small_RE_Large_5,0.188,0.062,0.653,5,Dist_Small_RE_Large,Small,Large
264,60a45d--REDACTED,Dist_Large_RE_Small_10,0.875,0.25,1.825,10,Dist_Large_RE_Small,Large,Small
265,60a45d--REDACTED,Dist_Small_RE_Small_2,0.25,0.125,0.476,2,Dist_Small_RE_Small,Small,Small
266,60a45d--REDACTED,Dist_Small_RE_Large_2,0.188,0.25,-0.211,2,Dist_Small_RE_Large,Small,Large
267,60a45d--REDACTED,Dist_Small_RE_Large_5,0.25,0.25,0.0,5,Dist_Small_RE_Large,Small,Large
268,60a45d--REDACTED,Dist_Large_RE_Large_10,0.938,0.125,2.689,10,Dist_Large_RE_Large,Large,Large
269,60a45d--REDACTED,Dist_Large_RE_Small_5,0.625,0.188,1.204,5,Dist_Large_RE_Small,Large,Small
270,60a45d--REDACTED,Dist_Small_RE_Small_10,0.438,0.125,0.994,10,Dist_Small_RE_Small,Small,Small
271,60a45d--REDACTED,Dist_Small_RE_Small_5,0.125,0.125,0.0,5,Dist_Small_RE_Small,Small,Small
272,60a45d--REDACTED,Dist_Large_RE_Large_2,0.438,0.062,1.382,2,Dist_Large_RE_Large,Large,Large
273,60a45d--REDACTED,Dist_Large_RE_Small_2,0.312,0.062,1.048,2,Dist_Large_RE_Small,Large,Small
274,60a45d--REDACTED,Dist_Large_RE_Large_5,0.75,0.125,1.825,5,Dist_Large_RE_Large,Large,Large
275,60a45d--REDACTED,Dist_Small_RE_Large_10,0.562,0.125,1.306,10,Dist_Small_RE_Large,Small,Large
276,60a555--REDACTED,Dist_Small_RE_Large_5,0.188,0.312,-0.395,5,Dist_Small_RE_Large,Small,Large
277,60a555--REDACTED,Dist_Large_RE_Small_2,0.438,0.312,0.334,2,Dist_Large_RE_Small,Large,Small
278,60a555--REDACTED,Dist_Large_RE_Large_2,0.688,0.625,0.172,2,Dist_Large_RE_Large,Large,Large
279,60a555--REDACTED,Dist_Large_RE_Small_10,0.75,0.375,0.993,10,Dist_Large_RE_Small,Large,Small
280,60a555--REDACTED,Dist_Large_RE_Large_5,0.938,0.438,1.694,5,Dist_Large_RE_Large,Large,Large
281,60a555--REDACTED,Dist_Small_RE_Small_5,0.25,0.062,0.864,5,Dist_Small_RE_Small,Small,Small
282,60a555--REDACTED,Dist_Small_RE_Small_10,0.375,0.015625,1.835,10,Dist_Small_RE_Small,Small,Small
283,60a555--REDACTED,Dist_Small_RE_Small_2,0.312,0.438,-0.334,2,Dist_Small_RE_Small,Small,Small
284,60a555--REDACTED,Dist_Large_RE_Small_5,0.875,0.5,1.15,5,Dist_Large_RE_Small,Large,Small
285,60a555--REDACTED,Dist_Small_RE_Large_2,0.375,0.438,-0.163,2,Dist_Small_RE_Large,Small,Large
286,60a555--REDACTED,Dist_Large_RE_Large_10,0.984375,0.25,2.828,10,Dist_Large_RE_Large,Large,Large
287,60a555--REDACTED,Dist_Small_RE_Large_10,0.625,0.25,0.993,10,Dist_Small_RE_Large,Small,Large
288,60bfc5--REDACTED,Dist_Large_RE_Small_2,0.625,0.188,1.204,2,Dist_Large_RE_Small,Large,Small
289,60bfc5--REDACTED,Dist_Large_RE_Large_10,0.812,0.312,1.375,10,Dist_Large_RE_Large,Large,Large
290,60bfc5--REDACTED,Dist_Large_RE_Small_5,0.562,0.25,0.831,5,Dist_Large_RE_Small,Large,Small
291,60bfc5--REDACTED,Dist_Large_RE_Small_10,0.75,0.125,1.825,10,Dist_Large_RE_Small,Large,Small
292,60bfc5--REDACTED,Dist_Large_RE_Large_5,0.688,0.25,1.165,5,Dist_Large_RE_Large,Large,Large
293,60bfc5--REDACTED,Dist_Large_RE_Large_2,0.562,0.188,1.041,2,Dist_Large_RE_Large,Large,Large
294,60bfc5--REDACTED,Dist_Small_RE_Small_2,0.312,0.312,0.0,2,Dist_Small_RE_Small,Small,Small
295,60bfc5--REDACTED,Dist_Small_RE_Large_10,0.75,0.188,1.56,10,Dist_Small_RE_Large,Small,Large
296,60bfc5--REDACTED,Dist_Small_RE_Large_2,0.25,0.312,-0.184,2,Dist_Small_RE_Large,Small,Large
297,60bfc5--REDACTED,Dist_Small_RE_Small_10,0.688,0.015625,2.644,10,Dist_Small_RE_Small,Small,Small
298,60bfc5--REDACTED,Dist_Small_RE_Large_5,0.562,0.125,1.306,5,Dist_Small_RE_Large,Small,Large
299,60bfc5--REDACTED,Dist_Small_RE_Small_5,0.25,0.125,0.476,5,Dist_Small_RE_Small,Small,Small
300,60bff4--REDACTED,Dist_Large_RE_Large_2,0.812,0.312,1.375,2,Dist_Large_RE_Large,Large,Large
301,60bff4--REDACTED,Dist_Small_RE_Large_2,0.438,0.6,-0.409,2,Dist_Small_RE_Large,Small,Large
302,60bff4--REDACTED,Dist_Small_RE_Large_5,0.438,0.375,0.163,5,Dist_Small_RE_Large,Small,Large
303,60bff4--REDACTED,Dist_Small_RE_Small_5,0.188,0.375,-0.567,5,Dist_Small_RE_Small,Small,Small
304,60bff4--REDACTED,Dist_Large_RE_Large_5,0.75,0.125,1.825,5,Dist_Large_RE_Large,Large,Large
305,60bff4--REDACTED,Dist_Large_RE_Large_10,0.625,0.25,0.993,10,Dist_Large_RE_Large,Large,Large
306,60bff4--REDACTED,Dist_Small_RE_Large_10,0.688,0.125,1.641,10,Dist_Small_RE_Large,Small,Large
307,60bff4--REDACTED,Dist_Large_RE_Small_2,0.75,0.062,2.213,2,Dist_Large_RE_Small,Large,Small
308,60bff4--REDACTED,Dist_Large_RE_Small_10,0.5,0.062,1.538,10,Dist_Large_RE_Small,Large,Small
309,60bff4--REDACTED,Dist_Small_RE_Small_2,0.25,0.438,-0.518,2,Dist_Small_RE_Small,Small,Small
310,60bff4--REDACTED,Dist_Large_RE_Small_5,0.562,0.312,0.646,5,Dist_Large_RE_Small,Large,Small
311,60bff4--REDACTED,Dist_Small_RE_Small_10,0.562,0.188,1.041,10,Dist_Small_RE_Small,Small,Small
312,60c369--REDACTED,Dist_Large_RE_Large_5,0.938,0.375,1.857,5,Dist_Large_RE_Large,Large,Large
313,60c369--REDACTED,Dist_Small_RE_Small_10,0.812,0.188,1.771,10,Dist_Small_RE_Small,Small,Small
314,60c369--REDACTED,Dist_Large_RE_Small_5,0.75,0.562,0.518,5,Dist_Large_RE_Small,Large,Small
315,60c369--REDACTED,Dist_Small_RE_Small_2,0.25,0.312,-0.184,2,Dist_Small_RE_Small,Small,Small
316,60c369--REDACTED,Dist_Small_RE_Large_10,0.875,0.25,1.825,10,Dist_Small_RE_Large,Small,Large
317,60c369--REDACTED,Dist_Small_RE_Large_2,0.25,0.312,-0.184,2,Dist_Small_RE_Large,Small,Large
318,60c369--REDACTED,Dist_Small_RE_Large_5,0.812,0.188,1.771,5,Dist_Small_RE_Large,Small,Large
319,60c369--REDACTED,Dist_Large_RE_Large_10,0.938,0.188,2.423,10,Dist_Large_RE_Large,Large,Large
320,60c369--REDACTED,Dist_Large_RE_Small_10,0.984375,0.375,2.473,10,Dist_Large_RE_Small,Large,Small
321,60c369--REDACTED,Dist_Large_RE_Large_2,0.438,0.125,0.994,2,Dist_Large_RE_Large,Large,Large
322,60c369--REDACTED,Dist_Small_RE_Small_5,0.438,0.188,0.729,5,Dist_Small_RE_Small,Small,Small
323,60c369--REDACTED,Dist_Large_RE_Small_2,0.375,0.25,0.356,2,Dist_Large_RE_Small,Large,Small
324,60c917--REDACTED,Dist_Small_RE_Small_5,0.4,0.333,0.178,5,Dist_Small_RE_Small,Small,Small
325,60c917--REDACTED,Dist_Small_RE_Large_5,0.5,0.562,-0.156,5,Dist_Small_RE_Large,Small,Large
326,60c917--REDACTED,Dist_Large_RE_Large_5,0.75,0.375,0.993,5,Dist_Large_RE_Large,Large,Large
327,60c917--REDACTED,Dist_Small_RE_Small_2,0.312,0.5,-0.49,2,Dist_Small_RE_Small,Small,Small
328,60c917--REDACTED,Dist_Large_RE_Small_2,0.5,0.438,0.156,2,Dist_Large_RE_Small,Large,Small
329,60c917--REDACTED,Dist_Small_RE_Large_2,0.438,0.438,0.0,2,Dist_Small_RE_Large,Small,Large
330,60c917--REDACTED,Dist_Large_RE_Large_10,0.938,0.25,2.213,10,Dist_Large_RE_Large,Large,Large
331,60c917--REDACTED,Dist_Large_RE_Small_10,0.562,0.5,0.156,10,Dist_Large_RE_Small,Large,Small
332,60c917--REDACTED,Dist_Large_RE_Small_5,0.625,0.688,-0.172,5,Dist_Large_RE_Small,Large,Small
333,60c917--REDACTED,Dist_Small_RE_Small_10,0.438,0.312,0.334,10,Dist_Small_RE_Small,Small,Small
334,60c917--REDACTED,Dist_Small_RE_Large_10,0.625,0.562,0.163,10,Dist_Small_RE_Large,Small,Large
335,60c917--REDACTED,Dist_Large_RE_Large_2,0.375,0.25,0.356,2,Dist_Large_RE_Large,Large,Large
336,60c9b6--REDACTED,Dist_Small_RE_Large_5,0.562,0.438,0.312,5,Dist_Small_RE_Large,Small,Large
337,60c9b6--REDACTED,Dist_Small_RE_Large_10,0.812,0.125,2.036,10,Dist_Small_RE_Large,Small,Large
338,60c9b6--REDACTED,Dist_Large_RE_Large_10,0.984375,0.062,3.692,10,Dist_Large_RE_Large,Large,Large
339,60c9b6--REDACTED,Dist_Small_RE_Small_5,0.438,0.188,0.729,5,Dist_Small_RE_Small,Small,Small
340,60c9b6--REDACTED,Dist_Large_RE_Small_2,0.688,0.25,1.165,2,Dist_Large_RE_Small,Large,Small
341,60c9b6--REDACTED,Dist_Small_RE_Small_2,0.5,0.375,0.319,2,Dist_Small_RE_Small,Small,Small
342,60c9b6--REDACTED,Dist_Large_RE_Large_2,0.667,0.25,1.106,2,Dist_Large_RE_Large,Large,Large
343,60c9b6--REDACTED,Dist_Small_RE_Small_10,0.625,0.015625,2.473,10,Dist_Small_RE_Small,Small,Small
344,60c9b6--REDACTED,Dist_Large_RE_Small_10,0.688,0.25,1.165,10,Dist_Large_RE_Small,Large,Small
345,60c9b6--REDACTED,Dist_Large_RE_Small_5,0.5,0.312,0.49,5,Dist_Large_RE_Small,Large,Small
346,60c9b6--REDACTED,Dist_Large_RE_Large_5,0.812,0.125,2.036,5,Dist_Large_RE_Large,Large,Large
347,60c9b6--REDACTED,Dist_Small_RE_Large_2,0.375,0.125,0.832,2,Dist_Small_RE_Large,Small,Large
348,60c9b8--REDACTED,Dist_Large_RE_Small_2,0.688,0.375,0.809,2,Dist_Large_RE_Small,Large,Small
349,60c9b8--REDACTED,Dist_Large_RE_Small_10,0.812,0.25,1.56,10,Dist_Large_RE_Small,Large,Small
350,60c9b8--REDACTED,Dist_Small_RE_Large_10,0.812,0.125,2.036,10,Dist_Small_RE_Large,Small,Large
351,60c9b8--REDACTED,Dist_Small_RE_Large_5,0.438,0.25,0.518,5,Dist_Small_RE_Large,Small,Large
352,60c9b8--REDACTED,Dist_Small_RE_Large_2,0.375,0.125,0.832,2,Dist_Small_RE_Large,Small,Large
353,60c9b8--REDACTED,Dist_Large_RE_Large_5,0.812,0.188,1.771,5,Dist_Large_RE_Large,Large,Large
354,60c9b8--REDACTED,Dist_Large_RE_Large_2,0.733,0.25,1.296,2,Dist_Large_RE_Large,Large,Large
355,60c9b8--REDACTED,Dist_Small_RE_Small_10,0.688,0.125,1.641,10,Dist_Small_RE_Small,Small,Small
356,60c9b8--REDACTED,Dist_Large_RE_Small_5,0.75,0.188,1.56,5,Dist_Large_RE_Small,Large,Small
357,60c9b8--REDACTED,Dist_Small_RE_Small_2,0.125,0.312,-0.66,2,Dist_Small_RE_Small,Small,Small
358,60c9b8--REDACTED,Dist_Large_RE_Large_10,0.875,0.312,1.641,10,Dist_Large_RE_Large,Large,Large
359,60c9b8--REDACTED,Dist_Small_RE_Small_5,0.5,0.312,0.49,5,Dist_Small_RE_Small,Small,Small
